counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
17530,862,45367,45355,45374,45356,45372,45375,344,340
17531,862,45367,45356,45375,45358,45376,45375,343,344
17532,862,45368,45358,45375,45357,45374,45375,344,340
17533,865,45369,45355,45376,45355,45372,45374,347,341
17534,862,45367,45356,45375,45357,45372,45374,344,339
17535,867,45368,45356,45375,45356,45376,45376,342,340
17536,862,45368,45356,45377,45357,45374,45375,342,342
17537,862,45366,45355,45375,45357,45373,45374,343,341
17538,865,45368,45356,45375,45357,45374,45376,344,340
17539,864,45368,45357,45375,45357,45374,45375,344,339
17540,862,45368,45357,45376,45358,45373,45375,345,340
17541,867,45368,45356,45376,45358,45374,45375,342,339
17542,862,45368,45355,45375,45356,45373,45375,347,340
17543,862,45367,45354,45373,45356,45371,45373,344,340
17544,868,45368,45356,45374,45358,45373,45374,345,340
17545,864,45368,45356,45375,45357,45373,45375,346,340
17546,862,45368,45355,45376,45358,45373,45374,344,341
17547,862,45368,45357,45375,45357,45372,45374,344,340
17548,862,45366,45356,45374,45357,45373,45374,345,340
17549,864,45367,45355,45378,45356,45374,45374,340,342
17550,862,45368,45357,45374,45358,45372,45374,345,339
17551,862,45366,45355,45375,45357,45371,45374,347,339
17552,868,45368,45357,45375,45358,45372,45374,344,339
17553,865,45368,45357,45376,45356,45374,45375,344,340
17554,867,45368,45356,45376,45357,45374,45375,344,340
17555,862,45368,45357,45376,45356,45373,45375,345,340
17556,862,45366,45355,45375,45357,45373,45374,344,340
17557,863,45368,45356,45374,45355,45374,45373,344,342
17558,862,45367,45357,45374,45360,45372,45375,347,339
17559,862,45366,45354,45374,45357,45372,45373,343,340
17560,868,45368,45357,45376,45356,45373,45376,343,341
17561,864,45368,45356,45376,45357,45373,45375,345,339
17562,862,45369,45357,45377,45358,45373,45375,342,340
17563,862,45368,45357,45375,45357,45374,45376,345,339
17564,867,45367,45358,45376,45358,45373,45375,345,340
17565,866,45368,45358,45376,45358,45375,45376,343,339
17566,862,45369,45353,45377,45355,45372,45374,341,342
17567,862,45368,45357,45377,45357,45375,45374,341,340
17568,870,45366,45356,45375,45358,45373,45375,344,340
17569,864,45367,45357,45376,45357,45373,45374,344,340
17570,862,45368,45356,45376,45357,45373,45375,344,340
17571,862,45368,45356,45375,45356,45374,45374,344,340
17572,862,45367,45356,45376,45357,45372,45374,344,341
17573,863,45366,45357,45375,45357,45372,45374,344,340
17574,862,45367,45355,45376,45357,45372,45374,345,340
17575,862,45367,45356,45375,45357,45372,45374,344,342
17576,862,45368,45356,45376,45357,45372,45375,345,339
17577,862,45368,45356,45374,45357,45373,45375,344,341
17578,862,45367,45357,45376,45358,45373,45374,344,339
17579,862,45366,45357,45375,45358,45373,45374,344,339
17580,862,45366,45356,45375,45357,45374,45374,344,340
17581,865,45367,45356,45377,45357,45374,45375,345,340
17582,862,45368,45356,45375,45358,45373,45375,343,341
17583,862,45367,45357,45376,45357,45373,45375,344,339
17584,862,45368,45357,45376,45358,45373,45376,344,340
17585,873,45368,45357,45376,45358,45374,45375,345,340
17586,862,45367,45357,45375,45358,45372,45376,347,339
17587,862,45366,45357,45374,45358,45373,45377,345,339
17588,862,45366,45355,45375,45357,45373,45373,345,341
17589,870,45367,45356,45376,45358,45373,45374,345,341
17590,862,45368,45357,45375,45357,45373,45374,343,340
17591,862,45367,45356,45375,45357,45372,45374,344,340
17592,862,45368,45355,45376,45358,45371,45374,344,340
17593,867,45369,45356,45377,45357,45374,45374,342,341
17594,862,45368,45357,45375,45358,45373,45376,343,338
17595,862,45366,45357,45374,45359,45371,45374,346,339
17596,864,45369,45357,45375,45358,45375,45375,342,341
17597,862,45367,45356,45376,45356,45373,45374,343,342
17598,862,45369,45358,45375,45357,45374,45376,342,339
17599,869,45369,45356,45377,45359,45375,45376,342,341
17600,867,45370,45357,45377,45357,45375,45374,340,341
17601,862,45369,45356,45378,45356,45373,45374,342,343
17602,870,45368,45356,45375,45357,45371,45373,343,339
17603,862,45367,45357,45377,45357,45373,45375,344,339
17604,864,45368,45357,45376,45358,45374,45375,343,341
17605,864,45370,45358,45375,45358,45374,45377,345,339
17606,862,45369,45355,45377,45356,45375,45374,342,342
17607,862,45370,45356,45377,45358,45375,45376,341,340
17608,871,45368,45357,45376,45357,45373,45376,345,340
17609,864,45367,45356,45376,45358,45373,45375,345,341
17610,862,45368,45357,45375,45357,45374,45375,343,340
17611,862,45367,45357,45376,45358,45372,45375,343,339
17612,862,45367,45356,45376,45357,45373,45375,345,341
17613,865,45368,45354,45375,45358,45372,45375,347,339
17614,862,45369,45356,45377,45357,45373,45373,341,342
17615,867,45366,45354,45373,45357,45371,45373,344,339
17616,868,45367,45356,45377,45358,45372,45374,344,340
17617,865,45368,45356,45374,45357,45371,45374,344,341
17618,867,45366,45355,45375,45358,45373,45373,344,340
17619,862,45367,45356,45375,45357,45372,45374,344,341
17620,862,45366,45357,45375,45357,45372,45374,344,339
17621,864,45368,45356,45374,45358,45374,45375,344,339
17622,872,45368,45355,45376,45357,45375,45374,345,336
17623,862,45366,45355,45373,45356,45372,45374,343,339
17624,867,45368,45355,45375,45357,45373,45375,343,340
17625,864,45367,45356,45375,45358,45372,45375,344,340
17626,862,45368,45356,45375,45358,45372,45375,344,340
17627,862,45367,45356,45375,45358,45373,45375,343,340
17628,862,45369,45356,45375,45357,45374,45375,343,338
17629,865,45369,45355,45376,45357,45373,45376,348,341
17630,867,45369,45359,45376,45358,45373,45375,342,339
17631,862,45365,45355,45376,45356,45372,45373,344,338
17632,870,45368,45356,45376,45358,45374,45376,345,341
17633,864,45368,45357,45376,45358,45374,45375,345,341
17634,862,45368,45356,45376,45357,45373,45375,345,339
17635,862,45367,45356,45375,45358,45372,45375,346,340
17636,862,45367,45356,45374,45357,45373,45375,344,340
17637,863,45367,45355,45376,45357,45373,45375,344,341
17638,862,45366,45355,45374,45356,45373,45374,345,343
17639,862,45367,45358,45374,45358,45371,45375,347,339
17640,868,45368,45355,45374,45357,45372,45374,344,340
17641,864,45367,45356,45376,45358,45372,45373,344,340
17642,862,45367,45356,45375,45358,45373,45374,344,339
17643,862,45367,45355,45376,45357,45373,45375,345,339
17644,873,45367,45356,45376,45357,45372,45374,344,340
17645,864,45367,45357,45376,45358,45373,45374,345,339
17646,862,45368,45356,45375,45357,45373,45374,343,340
17647,862,45367,45357,45377,45358,45373,45375,344,340
17648,862,45367,45356,45375,45357,45372,45374,344,340
17649,862,45368,45356,45376,45357,45373,45375,343,341
17650,862,45372,45358,45379,45358,45374,45375,342,344
17651,862,45369,45356,45376,45357,45374,45374,341,340
17652,867,45366,45357,45376,45358,45373,45377,345,340
17653,870,45368,45357,45378,45359,45377,45377,343,339
17654,862,45368,45357,45376,45358,45374,45374,343,341
17655,862,45367,45358,45375,45358,45371,45375,347,341
17656,864,45368,45356,45375,45357,45373,45375,343,339
17657,862,45369,45356,45375,45358,45373,45375,344,340
17658,864,45367,45357,45375,45357,45374,45373,345,339
17659,862,45368,45356,45376,45356,45373,45374,345,340
17660,862,45368,45358,45375,45357,45373,45375,344,340
17661,867,45367,45357,45379,45357,45375,45376,343,343
17662,862,45367,45356,45377,45357,45374,45375,340,342
17663,862,45368,45356,45375,45357,45373,45373,342,342
17664,872,45368,45355,45375,45357,45371,45374,344,340
17665,862,45367,45357,45375,45357,45373,45374,344,340
17666,869,45366,45357,45375,45358,45373,45375,343,339
17667,862,45367,45357,45376,45358,45373,45375,345,340
17668,862,45368,45355,45376,45357,45373,45374,343,340
17669,864,45368,45357,45375,45358,45373,45376,346,339
17670,862,45366,45356,45375,45358,45372,45375,342,339
17671,862,45366,45354,45373,45356,45372,45372,343,339
17672,869,45368,45357,45375,45358,45372,45374,343,339
17673,864,45368,45358,45376,45357,45373,45375,345,340
17674,867,45368,45357,45376,45358,45374,45375,344,339
17675,862,45368,45356,45376,45357,45374,45375,344,339
17676,862,45368,45358,45377,45358,45374,45376,345,340
17677,864,45366,45356,45377,45358,45374,45376,345,340
17678,862,45371,45358,45378,45359,45376,45375,344,342
17679,867,45368,45356,45374,45358,45373,45376,347,340
17680,862,45367,45356,45377,45358,45372,45376,345,340
17681,867,45366,45357,45376,45357,45373,45374,344,340
17682,864,45367,45355,45375,45356,45373,45375,344,340
17683,862,45368,45356,45376,45357,45373,45375,345,340
17684,862,45366,45355,45376,45358,45373,45375,344,339
17685,865,45367,45355,45376,45356,45375,45374,343,342
17686,862,45368,45359,45375,45358,45373,45376,343,338
17687,862,45367,45354,45372,45356,45371,45373,343,339
17688,874,45367,45356,45376,45357,45373,45374,344,339
17689,864,45368,45355,45375,45358,45373,45374,344,341
17690,862,45368,45356,45374,45356,45372,45375,343,339
17691,862,45368,45356,45374,45357,45371,45374,344,342
17692,862,45369,45357,45374,45357,45372,45374,345,341
17693,863,45367,45356,45375,45357,45373,45375,344,340
17694,862,45367,45356,45375,45355,45373,45375,344,339
17695,862,45367,45356,45375,45357,45373,45374,344,340
17696,862,45368,45356,45376,45357,45373,45375,344,340
17697,862,45367,45356,45375,45357,45373,45375,345,341
17698,862,45368,45355,45376,45358,45373,45375,344,341
17699,862,45368,45356,45377,45358,45374,45375,343,340
17700,862,45367,45357,45375,45358,45373,45375,345,340
17701,865,45367,45356,45376,45357,45373,45375,345,340
17702,862,45368,45355,45376,45357,45374,45376,343,340
17703,867,45367,45356,45376,45357,45373,45375,344,339
17704,862,45368,45357,45376,45358,45373,45375,344,340
17705,862,45368,45357,45377,45358,45372,45375,344,339
17706,862,45367,45357,45376,45358,45374,45374,345,340
17707,862,45367,45356,45376,45357,45373,45374,344,340
17708,862,45366,45356,45375,45357,45374,45374,344,340
17709,865,45368,45357,45375,45357,45372,45374,343,340
17710,868,45368,45356,45375,45357,45372,45374,344,339
17711,867,45367,45357,45374,45358,45372,45374,344,341
17712,862,45368,45357,45376,45357,45374,45375,339,342
17713,862,45369,45356,45376,45357,45374,45373,341,341
17714,862,45366,45355,45373,45356,45372,45372,343,340
17715,867,45368,45355,45374,45358,45371,45375,347,338
17716,862,45368,45355,45376,45356,45371,45374,348,343
17717,866,45368,45356,45377,45358,45374,45374,344,340
17718,867,45370,45357,45376,45358,45375,45374,343,342
17719,862,45367,45356,45376,45359,45374,45375,344,338
17720,862,45367,45357,45377,45359,45374,45375,345,339
17721,866,45367,45355,45376,45358,45373,45375,345,339
17722,867,45367,45356,45374,45358,45373,45376,344,342
17723,862,45369,45356,45377,45356,45375,45376,341,343
17724,862,45368,45355,45377,45357,45375,45374,342,340
17725,864,45367,45356,45374,45357,45374,45376,345,340
17726,865,45368,45358,45375,45359,45372,45378,344,342
17727,862,45366,45358,45375,45360,45373,45376,345,337
17728,867,45366,45357,45376,45358,45372,45376,346,339
17729,870,45367,45356,45377,45357,45373,45375,343,340
17730,865,45368,45357,45376,45358,45373,45374,344,341
17731,862,45368,45356,45374,45357,45373,45374,344,340
17732,867,45366,45356,45375,45357,45373,45374,344,340
17733,864,45366,45357,45375,45357,45373,45374,345,342
