counter,timestamp,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,crc
412,70,45354,45352,45368,45361,45358,45357,56,50,32987
413,70,45355,45352,45368,45362,45359,45357,56,52,58997
414,75,45355,45351,45368,45363,45358,45358,56,52,12323
415,70,45354,45352,45369,45362,45357,45357,56,51,13939
416,69,45355,45352,45368,45362,45357,45357,56,52,22572
417,70,45356,45351,45369,45361,45357,45357,57,51,50038
418,70,45355,45351,45369,45362,45357,45358,56,50,24096
419,70,45355,45351,45369,45362,45359,45356,56,51,24828
420,69,45354,45351,45369,45362,45359,45357,55,52,7407
421,70,45354,45349,45369,45362,45358,45357,57,52,23606
422,70,45354,45352,45369,45362,45358,45357,56,51,41693
423,69,45355,45350,45368,45362,45359,45357,56,51,21814
424,70,45355,45351,45368,45362,45359,45358,55,51,16384
425,70,45355,45352,45368,45362,45358,45357,56,52,402
426,69,45355,45351,45368,45362,45359,45356,57,52,9212
427,70,45355,45351,45368,45362,45357,45357,56,51,16742
428,76,45355,45351,45369,45362,45359,45358,56,51,59668
429,70,45354,45351,45368,45361,45358,45357,56,51,29916
430,70,45355,45351,45370,45363,45358,45357,57,51,60064
431,69,45356,45352,45369,45361,45357,45357,56,52,26130
432,70,45355,45352,45368,45362,45358,45358,56,51,59623
433,70,45355,45350,45368,45362,45358,45357,56,50,4276
434,69,45355,45352,45368,45361,45358,45356,55,51,18664
435,70,45355,45352,45368,45362,45358,45356,56,52,50432
436,70,45354,45351,45368,45361,45358,45358,57,51,20906
437,70,45355,45351,45368,45362,45357,45358,57,52,32388
438,69,45355,45351,45368,45362,45358,45357,56,51,22631
439,70,45355,45351,45368,45362,45358,45357,57,52,12925
440,70,45356,45351,45368,45362,45358,45357,55,52,10316
441,69,45354,45350,45368,45363,45358,45357,57,52,49285
442,76,45355,45351,45369,45362,45357,45357,56,52,6545
443,70,45355,45352,45368,45361,45358,45358,56,50,25109
444,70,45355,45351,45368,45362,45358,45357,55,51,65406
445,69,45356,45350,45369,45362,45358,45358,56,50,57050
446,70,45354,45352,45370,45363,45359,45357,56,51,53347
447,70,45355,45351,45368,45362,45357,45357,57,50,28121
448,70,45355,45351,45369,45363,45359,45358,56,51,1251
449,69,45356,45351,45368,45362,45358,45357,55,52,19924
450,70,45355,45352,45369,45362,45359,45358,55,51,45063
451,70,45355,45351,45369,45362,45359,45357,55,52,10583
452,69,45354,45352,45369,45363,45358,45358,57,52,32217
453,70,45355,45352,45369,45362,45358,45356,56,52,36944
454,70,45355,45352,45368,45362,45358,45358,57,51,33355
455,70,45355,45352,45369,45362,45359,45358,56,52,54313
456,69,45355,45351,45369,45363,45358,45357,56,51,8833
457,76,45354,45351,45369,45363,45358,45357,57,52,29634
458,70,45355,45352,45368,45362,45359,45357,56,52,36380
459,70,45355,45352,45368,45362,45358,45358,56,50,17539
460,69,45355,45350,45369,45362,45358,45357,56,51,62370
461,70,45354,45351,45369,45363,45358,45356,57,51,60459
462,70,45353,45352,45369,45362,45358,45358,57,52,64210
463,69,45355,45352,45369,45362,45358,45358,56,51,61769
464,70,45356,45351,45369,45362,45359,45357,56,51,21821
465,70,45356,45352,45368,45362,45358,45358,56,51,62291
466,70,45355,45352,45368,45363,45357,45357,56,51,56804
467,69,45355,45352,45368,45363,45359,45357,57,52,28287
468,70,45354,45351,45368,45363,45359,45358,56,52,10082
469,70,45356,45351,45369,45364,45359,45358,56,52,2544
470,69,45356,45353,45368,45362,45359,45358,56,51,59200
