SoC,OCV
0.807,45.90800440026737
0.808,45.909149237894134
0.809,45.9102926917583
0.81,45.91143476528139
0.811,45.912575461872336
0.812,45.913714784927365
0.813,45.91485273783024
0.814,45.915989323952225
0.815,45.917124546652154
0.816,45.918258409276525
0.817,45.919390915159525
0.818,45.92052206762311
0.819,45.92165186997707
0.82,45.92278032551906
0.821,45.92390743753469
0.822,45.925033209297574
0.823,45.92615764406937
0.824,45.927280745099885
0.825,45.928402515627056
0.826,45.92952295887709
0.827,45.93064207806447
0.828,45.93175987639203
0.829,45.93287635705099
0.83,45.93399152322107
0.831,45.93510537807044
0.832,45.9362179247559
0.833,45.93732916642285
0.834,45.93843910620533
0.835,45.9395477472262
0.836,45.94065509259704
0.837,45.94176114541828
0.838,45.942865908779275
0.839,45.94396938575827
0.84,45.94507157942258
0.841,45.94617249282851
0.842,45.9472721290215
0.843,45.94837049103616
0.844,45.949467581896265
0.845,45.950563404614876
0.846,45.951657962194375
0.847,45.95275125762647
0.848,45.95384329389229
0.849,45.95493407396244
0.85,45.95602360079703
0.851,45.957111877345724
0.852,45.95819890654778
0.853,45.959284691332115
0.854,45.96036923461739
0.855,45.96145253931196
0.856,45.962534608314044
0.857,45.963615444511646
0.858,45.964695050782716
0.859,45.965773429995124
0.86,45.96685058500673
0.861,45.967926518665436
0.862,45.96900123380923
0.863,45.970074733266216
0.864,45.97114701985469
0.865,45.97221809638315
0.866,45.97328796565036
0.867,45.974356630445435
0.868,45.975424093547765
0.869,45.97649035772722
0.87,45.977555425744086
0.871,45.97861930034908
0.872,45.979681984283566
0.873,45.98074348027935
0.874,45.98180379105897
0.875,45.98286291933555
0.876,45.983920867812955
0.877,45.98497763918578
0.878,45.9860332361394
0.879,45.98708766135004
0.88,45.988140917484785
0.881,45.98919300720164
0.882,45.99024393314955
0.883,45.99129369796847
0.884,45.99234230428938
0.885,45.993389754734345
0.886,45.99443605191653
0.887,45.99548119844028
0.888,45.99652519690114
0.889,45.99756804988585
0.89,45.99860975997247
0.891,45.99965032973034
0.892,46.000689761720196
0.893,46.00172805849414
0.894,46.00276522259568
0.895,46.00380125655983
0.896,46.00483616291313
0.897,46.005869944173604
0.898,46.00690260285091
0.899,46.007934141446306
0.9,46.008964562452704
0.901,46.00999386835473
0.902,46.011022061628715
0.903,46.012049144742775
0.904,46.01307512015685
0.905,46.01409999032267
0.906,46.01512375768389
0.907,46.016146424676066
0.908,46.017167993726666
0.909,46.018188467255214
0.91,46.019207847673165
0.911,46.02022613738412
0.912,46.0212433387837
0.913,46.022259454259675
0.914,46.02327448619198
0.915,46.02428843695273
0.916,46.025301308906265
0.917,46.02631310440921
0.918,46.02732382581047
0.919,46.02833347545125
0.92,46.02934205566516
0.921,46.03034956877818
0.922,46.03135601710873
0.923,46.03236140296767
0.924,46.03336572865839
0.925,46.03436899647677
0.926,46.03537120871126
0.927,46.0363723676429
0.928,46.037372475545354
0.929,46.03837153468495
0.93,46.03936954732067
0.931,46.04036651570425
0.932,46.04136244208014
0.933,46.042357328685604
0.934,46.043351177750694
0.935,46.044343991498295
0.936,46.04533577214419
0.937,46.04632652189704
0.938,46.04731624295846
0.939,46.04830493752299
0.94,46.04929260777822
0.941,46.05027925590471
0.942,46.0512648840761
0.943,46.05224949445909
0.944,46.05323308921352
0.945,46.05421567049233
0.946,46.055197240441686
0.947,46.056177801200896
0.948,46.057157354902515
0.949,46.05813590367235
0.95,46.059113449629514
0.951,46.0600899948864
0.952,46.06106554154876
0.953,46.062040091715694
0.954,46.06301364747973
0.955,46.06398621092678
