SoC,R0,R1,R2,C1,C2,Tau1,Tau2,A1,A2
80.063,0.03971493087314365,0.016337626838236034,0.00825276352557645,3346.2016904166126,65184.633513925066,54.668994543501235,537.9533658917891,0.42013156409568836,0.20457169846930587
80.064,0.03971471384156983,0.016337664807842014,0.008252635269868152,3346.2076136378155,65186.465306171674,54.66921836906354,537.960122703749,0.4201338055259054,0.20456918124377652
80.065,0.03971449682017714,0.016337702761999074,0.008252507006580041,3346.213541836888,65188.297172616985,54.66944222470723,537.9668791640436,0.4201360468968766,0.20456666366732104
80.066,0.03971427980896789,0.01633774070070595,0.00825237873571251,3346.2194750142094,65190.12911325948,54.66966611043455,537.9736352726155,0.4201382882085972,0.20456414573992546
80.067,0.039714062807944366,0.01633777862396137,0.008252250457265945,3346.225413170161,65191.96112809758,54.66989002624776,537.980391029407,0.4201405294610625,0.2045616274615759
80.068,0.03971384581710886,0.016337816531764065,0.008252122171240729,3346.231356305123,65193.793217129845,54.670113972149124,537.9871464343606,0.42014277065426764,0.20455910883225834
80.069,0.039713628836463684,0.016337854424112765,0.008251993877637252,3346.2373044194755,65195.625380354715,54.6703379481409,537.993901487419,0.420145011788208,0.20455658985195885
80.07,0.039713411866011135,0.0163378923010062,0.008251865576455901,3346.243257513599,65197.45761777067,54.670561954225334,538.0006561885243,0.4201472528628787,0.20455407052066354
80.071,0.03971319490575351,0.016337930162443094,0.00825173726769706,3346.249215587876,65199.2899293762,54.6707859904047,538.0074105376192,0.42014949387827516,0.20455155083835835
80.072,0.0397129779556931,0.016337968008422188,0.008251608951361117,3346.255178642685,65201.12231516979,54.67101005668126,538.0141645346462,0.4201517348343925,0.2045490308050294
80.073,0.03971276101583222,0.016338005838942207,0.00825148062744846,3346.2611466784074,65202.954775149905,54.67123415305726,538.0209181795475,0.420153975731226,0.20454651042066277
80.074,0.03971254408617316,0.01633804365400188,0.008251352295959476,3346.2671196954243,65204.78730931505,54.67145827953498,538.027671472266,0.42015621656877095,0.20454398968524443
80.075,0.039712327166718214,0.01633808145359994,0.008251223956894548,3346.273097694116,65206.619917663695,54.671682436116654,538.0344244127439,0.42015845734702256,0.20454146859876046
80.076,0.0397121102574697,0.01633811923773511,0.00825109561025407,3346.279080674864,65208.45260019426,54.671906622804556,538.0411770009234,0.4201606980659761,0.20453894716119697
80.077,0.039711893358429895,0.01633815700640613,0.008250967256038421,3346.285068638048,65210.285356905326,54.672130839600946,538.0479292367476,0.4201629387256269,0.20453642537253997
80.078,0.039711676469601116,0.016338194759611725,0.008250838894247995,3346.2910615840497,65212.118187795284,54.67235508650808,538.0546811201584,0.4201651793259701,0.20453390323277545
80.079,0.039711459590985654,0.016338232497350624,0.008250710524883176,3346.29705951325,65213.95109286265,54.672579363528214,538.0614326510986,0.42016741986700096,0.20453138074188956
80.08,0.03971124272258581,0.01633827021962156,0.00825058214794435,3346.303062426029,65215.7840721059,54.67280367066361,538.0681838295104,0.42016966034871484,0.20452885789986827
80.081,0.039711025864403886,0.016338307926423257,0.008250453763431906,3346.3090703227695,65217.61712552349,54.67302800791654,538.0749346553364,0.4201719007711069,0.20452633470669765
80.082,0.03971080901644218,0.016338345617754452,0.008250325371346231,3346.31508320385,65219.4502531139,54.67325237528925,538.081685128519,0.4201741411341724,0.20452381116236382
80.083,0.03971059217870299,0.01633838329361387,0.008250196971687713,3346.321101069654,65221.28345487562,54.67347677278401,538.0884352490008,0.4201763814379066,0.20452128726685276
80.084,0.039710375351188626,0.016338420954000243,0.008250068564456734,3346.3271239205615,65223.11673080714,54.673701200403066,538.095185016724,0.4201786216823048,0.20451876302015048
80.085,0.03971015853390138,0.0163384585989123,0.00824994014965369,3346.333151756953,65224.95008090685,54.67392565814868,538.1019344316311,0.4201808618673622,0.20451623842224317
80.086,0.03970994172684354,0.016338496228348768,0.00824981172727896,3346.3391845792116,65226.78350517333,54.67415014602314,538.1086834936648,0.42018310199307407,0.20451371347311675
80.087,0.03970972493001743,0.01633853384230838,0.008249683297332937,3346.345222387716,65228.61700360497,54.67437466402867,538.1154322027671,0.4201853420594357,0.20451118817275732
80.088,0.039709508143425346,0.01633857144078987,0.008249554859816008,3346.351265182849,65230.45057620027,54.67459921216755,538.1221805588808,0.4201875820664423,0.20450866252115094
80.089,0.03970929136706958,0.01633860902379196,0.008249426414728556,3346.3573129649926,65232.284222957715,54.67482379044204,538.1289285619482,0.42018982201408916,0.20450613651828362
80.09,0.03970907460095243,0.01633864659131338,0.00824929796207097,3346.3633657345267,65234.11794387579,54.67504839885439,538.1356762119119,0.42019206190237146,0.20450361016414148
80.091,0.039708857845076204,0.01633868414335286,0.008249169501843644,3346.369423491834,65235.9517389529,54.675273037406875,538.142423508714,0.4201943017312845,0.20450108345871051
80.092,0.0397086410994432,0.016338721679909133,0.008249041034046958,3346.3754862372944,65237.78560818755,54.675497706101744,538.1491704522972,0.4201965415008236,0.20449855640197678
80.093,0.03970842436405572,0.016338759200980928,0.0082489125586813,3346.38155397129,65239.619551578246,54.67572240494127,538.1559170426038,0.4201987812109839,0.20449602899392633
80.094,0.03970820763891607,0.016338796706566974,0.008248784075747063,3346.3876266942016,65241.45356912337,54.67594713392769,538.1626632795762,0.4202010208617607,0.20449350123454524
80.095,0.03970799092402654,0.016338834196665996,0.00824865558524463,3346.393704406413,65243.28766082147,54.6761718930633,538.1694091631571,0.4202032604531493,0.20449097312381953
80.096,0.03970777421938944,0.01633887167127673,0.008248527087174388,3346.399787108303,65245.12182667101,54.67639668235033,538.1761546932887,0.4202054999851449,0.20448844466173527
80.097,0.03970755752500707,0.0163389091303979,0.008248398581536729,3346.4058748002553,65246.956066670384,54.67662150179106,538.1828998699133,0.42020773945774276,0.20448591584827852
80.098,0.039707340840881726,0.016338946574028238,0.008248270068332036,3346.41196748265,65248.79038081814,54.676846351387745,538.1896446929736,0.42020997887093814,0.2044833866834353
80.099,0.03970712416701572,0.016338984002166473,0.008248141547560702,3346.41806515587,65250.62476911269,54.67707123114264,538.1963891624118,0.4202122182247263,0.20448085716719164
80.1,0.03970690750341135,0.016339021414811333,0.008248013019223113,3346.424167820296,65252.4592315525,54.677296141058015,538.2031332781704,0.42021445751910247,0.2044783272995337
80.101,0.0397066908500709,0.01633905881196155,0.008247884483319652,3346.4302754763107,65254.29376813609,54.677521081136135,538.2098770401919,0.4202166967540619,0.20447579708044739
80.102,0.039706474206996696,0.01633909619361585,0.008247755939850714,3346.4363881242953,65256.12837886185,54.677746051379245,538.2166204484186,0.4202189359295999,0.20447326650991882
80.103,0.03970625757419103,0.016339133559772963,0.008247627388816682,3346.442505764632,65257.96306372829,54.677971051789626,538.2233635027928,0.4202211750457117,0.2044707355879341
80.104,0.039706040951656196,0.01633917091043162,0.008247498830217945,3346.448628397702,65259.79782273386,54.678196082369524,538.2301062032572,0.42022341410239256,0.20446820431447918
80.105,0.03970582433939451,0.01633920824559055,0.008247370264054893,3346.4547560238875,65261.63265587703,54.67842114312121,538.236848549754,0.42022565309963766,0.2044656726895402
80.106,0.03970560773740827,0.016339245565248475,0.008247241690327915,3346.4608886435713,65263.46756315622,54.678646234046944,538.2435905422255,0.4202278920374423,0.20446314071310315
80.107,0.03970539114569978,0.016339282869404136,0.008247113109037394,3346.4670262571335,65265.30254456997,54.678871355148985,538.2503321806146,0.4202301309158018,0.20446060838515406
80.108,0.03970517456427133,0.016339320158056253,0.008246984520183723,3346.4731688649586,65267.13760011667,54.6790965064296,538.2570734648632,0.42023236973471134,0.20445807570567906
80.109,0.039704957993125234,0.016339357431203554,0.008246855923767287,3346.479316467427,65268.97272979478,54.67932168789105,538.2638143949137,0.42023460849416616,0.20445554267466418
80.11,0.03970474143226379,0.016339394688844776,0.008246727319788476,3346.485469064921,65270.80793360283,54.67954689953559,538.2705549707089,0.4202368471941616,0.20445300929209537
80.111,0.039704524881689296,0.016339431930978643,0.008246598708247677,3346.491626657823,65272.643211539216,54.67977214136549,538.2772951921908,0.4202390858346928,0.2044504755579588
80.112,0.03970430834140407,0.016339469157603884,0.00824647008914528,3346.4977892465145,65274.478563602395,54.679997413383006,538.2840350593019,0.4202413244157551,0.20444794147224055
80.113,0.0397040918114104,0.01633950636871923,0.008246341462481672,3346.5039568313787,65276.31398979085,54.68022271559041,538.2907745719847,0.4202435629373438,0.20444540703492653
80.114,0.0397038752917106,0.016339543564323405,0.00824621282825724,3346.510129412797,65278.14949010306,54.680448047989955,538.2975137301817,0.420245801399454,0.20444287224600285
80.115,0.03970365878230696,0.01633958074441514,0.008246084186472376,3346.5163069911528,65279.985064537395,54.68067341058391,538.3042525338348,0.42024803980208103,0.20444033710545562
80.116,0.039703442283201794,0.01633961790899317,0.008245955537127463,3346.522489566827,65281.82071309242,54.68089880337453,538.3109909828868,0.42025027814522015,0.20443780161327083
80.117,0.0397032257943974,0.016339655058056214,0.008245826880222896,3346.5286771402025,65283.65643576653,54.68112422636408,538.3177290772801,0.42025251642886663,0.2044352657694345
80.118,0.03970300931589608,0.016339692191603004,0.00824569821575906,3346.5348697116624,65285.49223255817,54.68134967955483,538.3244668169568,0.42025475465301565,0.20443272957393277
80.119,0.03970279284770013,0.01633972930963227,0.008245569543736342,3346.541067281589,65287.328103465814,54.68157516294904,538.3312042018595,0.4202569928176626,0.20443019302675164
80.12,0.039702576389811874,0.016339766412142742,0.008245440864155133,3346.5472698503636,65289.16404848794,54.68180067654897,538.3379412319306,0.42025923092280265,0.20442765612787714
80.121,0.0397023599422336,0.016339803499133145,0.008245312177015823,3346.5534774183698,65291.00006762293,54.682026220356875,538.3446779071123,0.420261468968431,0.2044251188772954
80.122,0.03970214350496762,0.01633984057060221,0.008245183482318797,3346.55968998599,65292.8361608693,54.682251794375034,538.351414227347,0.42026370695454296,0.20442258127499235
80.123,0.03970192707801622,0.016339877626548663,0.008245054780064445,3346.565907553607,65294.672328225504,54.6824773986057,538.3581501925773,0.42026594488113383,0.20442004332095415
80.124,0.03970171066138173,0.016339914666971232,0.008244926070253157,3346.5721301216026,65296.50856968995,54.68270303305113,538.3648858027453,0.42026818274819877,0.2044175050151668
80.125,0.03970149425506643,0.01633995169186865,0.00824479735288532,3346.5783576903605,65298.344885261125,54.68292869771361,538.3716210577936,0.42027042055573316,0.20441496635761636
80.126,0.03970127785907264,0.016339988701239646,0.008244668627961322,3346.5845902602614,65300.18127493747,54.683154392595384,538.3783559576643,0.4202726583037321,0.20441242734828885
80.127,0.03970106147340266,0.01634002569508294,0.008244539895481556,3346.590827831691,65302.017738717426,54.68338011769872,538.3850905023,0.4202748959921909,0.2044098879871704
80.128,0.03970084509805878,0.016340062673397267,0.008244411155446406,3346.59707040503,65303.85427659946,54.68360587302588,538.391824691643,0.42027713362110497,0.20440734827424697
80.129,0.03970062873304332,0.016340099636181358,0.008244282407856263,3346.603317980662,65305.690888582,54.68383165857914,538.3985585256356,0.4202793711904693,0.20440480820950463
80.13,0.03970041237835859,0.01634013658343393,0.008244153652711517,3346.60957055897,65307.52757466348,54.68405747436074,538.4052920042201,0.4202816087002793,0.20440226779292953
