counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
276,942,43360,22145,32760,32764,32764,32766,54107,0
277,938,43324,22105,32760,32762,32765,32767,54108,0
278,939,43377,22163,32760,32763,32763,32766,54108,1
279,949,43360,22156,32761,32762,32765,32766,54107,0
280,938,43321,22140,32760,32764,32765,32767,54108,1
281,942,43375,22122,32760,32762,32764,32767,54107,0
282,939,43359,22142,32760,32762,32764,32768,54106,0
283,938,43341,22151,32761,32762,32764,32766,54108,0
284,938,43368,22160,32760,32762,32765,32765,54107,1
285,938,43322,22119,32760,32762,32765,32766,54107,0
286,943,43367,22123,32759,32763,32765,32767,54107,0
287,938,43364,22155,32759,32762,32764,32767,54107,0
288,938,43323,22149,32760,32763,32764,32767,54106,0
289,938,43376,22134,32760,32763,32764,32767,54106,0
290,939,43352,22131,32759,32763,32765,32766,54106,1
291,942,43338,22156,32760,32763,32764,32766,54108,0
292,938,43377,22160,32760,32763,32765,32767,54107,0
293,939,43326,22120,32761,32763,32764,32767,54107,0
294,938,43368,22114,32760,32763,32764,32767,54107,1
295,938,43370,22159,32761,32763,32764,32767,54106,2
296,942,43322,22140,32759,32763,32764,32767,54108,0
297,938,43382,22144,32760,32764,32764,32767,54106,0
298,939,43370,22126,32760,32763,32765,32766,54107,1
299,938,43355,22157,32760,32763,32765,32767,54107,0
300,938,43374,22166,32760,32763,32764,32767,54106,0
301,942,43336,22144,32760,32763,32765,32767,54105,1
302,938,43367,22107,32761,32763,32765,32766,54107,1
303,939,43382,22134,32761,32763,32764,32766,54106,0
304,938,43324,22150,32759,32763,32765,32768,54106,0
305,938,43357,22138,32759,32762,32763,32766,54107,0
306,943,43355,22123,32760,32763,32765,32767,54106,0
307,938,43339,22127,32759,32762,32764,32767,54107,0
308,938,43375,22154,32760,32763,32765,32767,54107,0
309,938,43340,22155,32760,32763,32765,32767,54105,0
310,939,43359,22110,32760,32762,32765,32767,54107,0
311,942,43368,22120,32759,32762,32764,32766,54107,0
312,944,43322,22145,32760,32763,32764,32767,54107,0
313,938,43375,22150,32760,32762,32765,32766,54107,0
314,938,43373,22116,32760,32762,32764,32766,54106,0
315,938,43326,22102,32760,32762,32764,32767,54107,0
316,943,43368,22150,32760,32763,32764,32766,54108,0
317,938,43354,22157,32760,32763,32765,32765,54107,0
318,938,43348,22129,32760,32763,32765,32767,54107,0
319,939,43382,22108,32760,32763,32764,32766,54107,0
320,938,43331,22138,32760,32763,32764,32766,54108,0
321,942,43372,22154,32759,32764,32765,32766,54107,0
322,938,43367,22134,32761,32763,32764,32767,54108,0
323,938,43330,22093,32760,32762,32765,32766,54107,4
324,938,43377,22147,32760,32762,32765,32766,54107,1
325,939,43346,22144,32761,32763,32764,32767,54106,0
326,942,43351,22143,32759,32763,32765,32767,54107,0
327,938,43372,22118,32760,32764,32765,32766,54107,0
328,944,43341,22134,32760,32763,32765,32767,54107,0
329,938,43352,22149,32760,32762,32765,32766,54108,0
330,938,43356,22154,32760,32763,32764,32766,54107,0
331,943,43338,22118,32760,32763,32765,32767,54107,1
332,938,43373,22114,32760,32763,32764,32767,54107,1
333,939,43363,22137,32760,32763,32764,32766,54106,1
334,938,43320,22147,32759,32762,32763,32766,54107,0
335,938,43377,22117,32760,32763,32764,32766,54106,0
336,942,43356,22103,32760,32762,32765,32767,54106,0
337,939,43348,22148,32761,32763,32764,32766,54106,0
338,938,43383,22146,32760,32763,32763,32766,54107,0
339,938,43335,22125,32759,32764,32764,32766,54107,0
340,939,43381,22110,32760,32763,32764,32767,54106,0
341,942,43379,22152,32759,32763,32765,32766,54106,0
342,938,43320,22149,32760,32763,32765,32768,54107,0
343,938,43373,22140,32760,32762,32765,32766,54107,0
344,939,43342,22115,32759,32764,32764,32766,54107,0
345,949,43340,22120,32759,32763,32764,32766,54107,1
346,942,43383,22144,32759,32762,32764,32766,54106,1
347,938,43365,22151,32759,32763,32765,32766,54108,0
348,939,43352,22122,32760,32762,32765,32767,54106,0
349,938,43385,22115,32760,32763,32765,32767,54107,1
350,938,43344,22159,32760,32762,32765,32766,54106,0
351,943,43356,22158,32760,32763,32765,32767,54105,0
352,938,43377,22137,32760,32763,32764,32767,54107,0
353,938,43325,22118,32760,32763,32763,32767,54107,0
354,938,43375,22140,32760,32763,32765,32766,54107,0
355,939,43372,22163,32759,32763,32764,32766,54108,0
356,942,43350,22139,32759,32763,32764,32766,54106,0
357,938,43387,22113,32760,32763,32765,32768,54107,0
358,939,43340,22154,32760,32762,32764,32767,54107,0
359,938,43383,22159,32759,32762,32765,32767,54107,0
360,938,43375,22147,32760,32762,32764,32766,54105,0
361,943,43335,22116,32760,32763,32765,32767,54107,1
362,943,43382,22136,32760,32763,32765,32767,54107,0
363,938,43375,22158,32760,32762,32763,32766,54107,0
364,939,43341,22146,32759,32763,32764,32766,54106,0
365,938,43379,22119,32759,32762,32764,32766,54107,1
366,942,43368,22119,32760,32763,32765,32766,54106,0
367,938,43362,22148,32759,32763,32764,32766,54106,0
368,939,43383,22130,32760,32763,32764,32765,54107,0
369,938,43347,22123,32761,32763,32764,32767,54107,0
370,938,43383,22121,32759,32762,32764,32766,54108,0
371,942,43363,22157,32760,32763,32765,32766,54106,0
372,938,43322,22142,32760,32763,32764,32766,54107,0
373,938,43382,22130,32760,32763,32765,32766,54105,0
374,939,43378,22112,32760,32763,32764,32766,54107,0
375,938,43358,22145,32759,32762,32764,32767,54106,0
376,942,43400,22163,32761,32763,32765,32766,54105,0
377,939,43345,22134,32761,32763,32765,32767,54106,0
378,949,43367,22099,32759,32763,32764,32767,54108,1
379,938,43392,22121,32759,32763,32764,32767,54108,0
380,938,43335,22136,32760,32762,32765,32767,54107,0
381,942,43372,22128,32760,32763,32765,32766,54107,0
382,939,43375,22113,32761,32763,32764,32767,54106,1
383,938,43322,22116,32761,32763,32765,32766,54106,0
384,938,43380,22141,32760,32763,32765,32765,54107,0
385,938,43382,22152,32761,32762,32764,32767,54108,1
386,943,43336,22125,32759,32762,32764,32768,54107,0
