counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
65382,868,36016,33445,32023,35962,32781,32784,30822,28664
65383,864,35984,33393,32023,35928,32783,32782,30820,28662
65384,891,35985,33454,32041,35977,32781,32783,30817,28660
65385,867,35998,33399,31996,35898,32782,32783,30821,28663
65386,867,36011,33392,31950,35960,32781,32784,30820,28663
65387,869,36011,33443,32005,35904,32782,32784,30825,28666
65388,865,35997,33453,32028,35979,32782,32783,30819,28663
65389,864,35965,33433,31983,35899,32782,32782,30821,28661
65390,870,35984,33440,31945,35976,32781,32784,30823,28664
65391,867,35987,33424,32007,35895,32781,32783,30821,28663
65392,918,36030,33415,31953,35908,32783,32782,30820,28663
65393,866,35991,33457,31971,35974,32782,32783,30823,28661
65394,866,35989,33440,32035,35904,32782,32783,30820,28662
65395,870,36028,33416,32018,35967,32783,32782,30823,28664
65396,867,36005,33406,31967,35885,32783,32783,30822,28662
65397,907,36040,33442,32023,35902,32783,32782,30817,28659
65398,862,35993,33402,31959,35938,32784,32782,30822,28661
65399,866,36004,33413,32021,35934,32782,32782,30822,28662
65400,864,35997,33441,32021,35935,32780,32783,30826,28667
65401,864,36007,33449,31979,35975,32783,32782,30820,28662
65402,866,36003,33443,31951,35934,32781,32783,30821,28662
65403,868,35998,33439,32043,35983,32782,32781,30823,28663
65404,867,35952,33407,32030,35911,32784,32782,30821,28662
65405,913,35991,33471,32043,35937,32782,32783,30820,28661
65406,867,36009,33439,32040,35999,32781,32782,30821,28662
65407,862,35974,33395,31987,35898,32782,32780,30822,28661
65408,872,35972,33408,31962,35985,32781,32782,30825,28668
65409,867,35982,33421,32019,35912,32781,32783,30820,28661
65410,866,36011,33440,32030,35981,32782,32782,30821,28662
65411,862,36015,33457,31977,35903,32781,32783,30822,28663
65412,867,36023,33439,31953,35968,32782,32782,30821,28662
65413,925,36027,33448,32021,35992,32781,32784,30820,28663
65414,867,36029,33454,31963,35889,32783,32783,30823,28662
65415,866,35998,33450,31968,35970,32783,32784,30822,28661
65416,867,35993,33449,32041,35892,32781,32782,30823,28664
65417,866,35974,33422,32006,35975,32782,32783,30821,28661
65418,862,35979,33407,31962,35886,32782,32782,30823,28663
65419,866,35961,33424,32011,35968,32781,32782,30822,28661
65420,866,35977,33449,32039,35905,32781,32782,30820,28662
65421,867,35995,33459,32005,35951,32781,32782,30821,28661
65422,862,36001,33448,31964,35920,32782,32783,30822,28661
65423,871,35999,33419,32033,35938,32782,32781,30822,28663
65424,866,36001,33392,32031,35924,32782,32782,30820,28663
65425,867,35997,33447,32019,35945,32781,32782,30817,28660
65426,865,35953,33456,31951,35935,32782,32782,30821,28661
65427,866,35965,33448,32018,35918,32781,32782,30822,28663
65428,862,35973,33456,32025,35968,32782,32783,30822,28661
65429,866,35987,33427,31984,35910,32782,32781,30822,28661
65430,862,36007,33390,31966,35977,32783,32781,30823,28662
65431,866,36003,33458,32048,35905,32781,32782,30822,28661
65432,864,36022,33460,32022,35968,32781,32781,30823,28666
65433,866,36005,33453,31959,35878,32782,32783,30821,28662
65434,866,36002,33437,31993,35950,32782,32782,30822,28661
65435,862,35975,33387,32035,35891,32782,32783,30820,28663
65436,866,35964,33398,32000,35949,32783,32781,30822,28661
