counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
11721,864,34677,32775,30764,32776,32782,32783,55671,290
11722,866,34712,32776,30744,32777,32782,32783,55660,280
11723,863,34762,32775,30725,32778,32781,32782,55664,286
11724,866,34706,32776,30757,32777,32783,32782,55668,286
11725,868,34754,32774,30820,32777,32784,32784,55668,288
11726,866,34725,32775,30766,32777,32783,32783,55666,284
11727,866,34667,32773,30705,32778,32783,32784,55666,290
11728,865,34754,32774,30745,32777,32784,32783,55660,286
11729,866,34749,32774,30776,32778,32784,32782,55669,288
11730,866,34714,32773,30800,32778,32783,32781,55668,288
11731,868,34729,32775,30778,32777,32782,32783,55668,289
11732,866,34739,32775,30728,32777,32782,32782,55669,289
11733,866,34690,32775,30772,32777,32782,32782,55670,289
11734,865,34740,32776,30805,32776,32782,32782,55669,286
11735,872,34748,32775,30800,32777,32782,32782,55669,286
11736,865,34690,32776,30675,32779,32782,32785,55663,285
11737,862,34724,32774,30704,32776,32783,32783,55669,292
11738,862,34744,32776,30777,32777,32781,32783,55665,287
11739,865,34674,32775,30756,32777,32782,32783,55666,284
11740,866,34706,32776,30759,32777,32782,32783,55668,283
11741,862,34752,32777,30735,32777,32782,32782,55661,286
11742,866,34735,32776,30737,32776,32781,32782,55668,287
11743,868,34727,32776,30795,32777,32781,32783,55670,286
11744,865,34739,32775,30811,32778,32783,32783,55668,287
11745,866,34693,32775,30779,32778,32781,32783,55666,287
11746,866,34674,32776,30704,32778,32781,32784,55666,292
11747,866,34703,32775,30754,32778,32782,32783,55663,291
11748,866,34685,32775,30780,32779,32783,32782,55663,290
11749,864,34652,32773,30794,32777,32783,32784,55663,291
11750,864,34700,32774,30710,32778,32782,32782,55666,281
11751,866,34693,32775,30716,32778,32783,32782,55663,291
11752,872,34686,32775,30830,32776,32780,32782,55664,294
11753,866,34701,32775,30811,32777,32781,32782,55658,282
11754,866,34694,32775,30728,32776,32783,32782,55669,288
11755,869,34660,32777,30732,32779,32782,32785,55665,291
11756,866,34708,32775,30786,32779,32783,32784,55665,287
11757,917,34715,32773,30756,32776,32783,32783,55657,287
11758,862,34724,32777,30747,32779,32781,32784,55667,284
11759,866,34667,32775,30771,32778,32782,32783,55667,290
11760,863,34712,32775,30746,32778,32782,32783,55676,271
11761,866,34706,32776,30687,32776,32781,32783,55663,285
11762,866,34661,32775,30707,32776,32783,32783,55664,292
11763,869,34706,32776,30767,32779,32781,32782,55663,283
11764,866,34703,32774,30767,32778,32782,32783,55670,292
11765,917,34697,32776,30795,32779,32783,32782,55659,287
11766,866,34654,32777,30764,32776,32781,32784,55660,285
11767,866,34706,32775,30691,32779,32781,32783,55660,286
11768,868,34715,32775,30708,32777,32780,32783,55668,280
11769,866,34663,32776,30759,32777,32782,32783,55670,299
11770,917,34701,32776,30785,32777,32782,32783,55653,286
11771,862,34677,32775,30741,32777,32781,32784,55665,282
11772,866,34711,32775,30775,32777,32783,32783,55663,283
11773,869,34698,32774,30698,32778,32784,32784,55668,299
11774,865,34692,32775,30693,32778,32783,32784,55663,283
11775,869,34721,32774,30723,32777,32783,32782,55677,290
11776,866,34679,32774,30759,32778,32783,32782,55666,288
11777,866,34684,32776,30727,32778,32782,32781,55671,291
11778,863,34707,32776,30675,32779,32782,32783,55663,285
11779,867,34681,32776,30714,32778,32781,32783,55668,287
11780,867,34681,32775,30760,32777,32783,32782,55671,290
11781,865,34712,32777,30766,32777,32781,32783,55665,284
11782,897,34731,32775,30766,32778,32781,32781,55658,288
11783,866,34720,32775,30766,32779,32782,32783,55667,289
11784,866,34687,32776,30770,32778,32782,32784,55664,291
11785,906,34722,32775,30789,32778,32782,32783,55664,286
11786,865,34659,32775,30770,32779,32783,32784,55667,289
11787,866,34710,32776,30706,32780,32782,32784,55660,283
11788,865,34717,32775,30681,32778,32781,32784,55666,286
11789,865,34672,32775,30719,32778,32783,32783,55659,283
